STATE_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,LENGTH_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,COST_OF_WORKS_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,LENGTH_OF_ROAD_WORK_COMPLETED,NO_OF_BRIDGES_COMPLETED,EXPENDITURE_OCCURED,NO_OF_ROAD_WORKS_BALANCE,LENGTH_OF_ROAD_WORK_BALANCE,NO_OF_BRIDGES_BALANCE,COST_PER_KM,COMPLETION_RATE_ROAD,COMPLETION_RATE_BRIDGES,EXPENDITURE_PER_KM
Chhattisgarh,PMGSY-III,28,271.635,11,187.875,28,266.902,8,163.5243,0,0.0,3,0.6916450383787067,0.9825758830783956,0.7272727272727273,0.6126754389251486
Chhattisgarh,PMGSY-I,252,1116.63,3,332.6491,252,1084.9,3,305.151,0,0.0,0,0.2979044983566624,0.9715841415688277,1.0,0.2812710848926168
Chhattisgarh,PMGSY-II,7,90.31,0,57.6072,7,88.072,0,44.2343,0,0.0,0,0.6378828479681098,0.9752186911748422,0.0,0.5022515668998092
Chhattisgarh,PMGSY-III,18,187.49,5,136.68489,18,186.0,0,95.0405,0,0.0,5,0.7290249613312709,0.992052909488506,0.0,0.5109704301075269
Chhattisgarh,PMGSY-I,310,1695.565,36,540.0147,309,1534.744,36,605.2293,1,17.08,0,0.3184865811691088,0.9051519699923034,1.0,0.3943519570690617
Chhattisgarh,PMGSY-III,17,188.595,2,94.09783,16,187.605,0,71.6252,1,0.0,2,0.49894127627985896,0.994750656167979,0.0,0.38178726579781996
Chhattisgarh,PM-JANMAN,63,268.56,0,93.0606,0,0.0,0,0.0,63,268.56,0,0.34651697944593385,0.0,0.0,0.0
Chhattisgarh,PMGSY-I,426,1993.505,16,671.0231,426,1928.808,16,718.2784,0,0.0,0,0.33660467367776853,0.9675461059791672,1.0,0.37239497140202654
Chhattisgarh,PMGSY-II,5,94.35,0,48.2962,5,93.05,0,48.1963,0,0.0,0,0.5118834128245893,0.9862215156332804,0.0,0.5179613111230521
Chhattisgarh,RCPLWEA,51,479.475,1,303.27069,43,408.255,1,194.4126,8,67.525,0,0.6325057406538401,0.8514625371500077,1.0,0.47620384318624387
Chhattisgarh,PMGSY-III,20,300.38,1,208.82543,20,309.63,0,184.2254,0,0.0,1,0.6952041747120314,1.0307943271855649,0.0,0.594985628007622
Chhattisgarh,PMGSY-I,149,643.02,1,173.8472,149,622.989,1,178.6295,0,0.0,0,0.27036048645454264,0.9688485583652142,1.0,0.2867297817457451
Chhattisgarh,PMGSY-II,6,56.45,0,32.1929,6,55.46,0,29.1269,0,0.0,0,0.5702905225863596,0.9824623560673161,0.0,0.5251875225387667
Chhattisgarh,PMGSY-III,21,148.44,5,116.25624,21,149.15,2,89.2945,0,0.0,3,0.7831867421180275,1.004783077337645,0.4,0.5986892390211197
Chhattisgarh,PMGSY-I,296,1567.745,0,476.9285,175,1064.385,0,284.0654,121,501.91,0,0.30421305760822076,0.6789273765822886,0.0,0.26688219018494247
Chhattisgarh,PMGSY-II,1,41.35,0,35.9525,1,25.0,0,39.6026,0,0.0,0,0.8694679564691656,0.6045949214026602,0.0,1.5841040000000002
Chhattisgarh,RCPLWEA,15,288.05,7,229.06713,5,68.9,0,50.0991,10,219.6,7,0.7952339177226175,0.23919458427356363,0.0,0.7271277213352685
Chhattisgarh,PMGSY-III,5,28.8,0,14.4354,5,28.8,0,13.7932,0,0.0,0,0.5012291666666666,1.0,0.0,0.4789305555555556
Chhattisgarh,PMGSY-I,207,820.69,0,229.0845,207,778.95,0,206.371,0,0.0,0,0.27913645834602585,0.9491403575040515,0.0,0.26493484819308044
Chhattisgarh,PMGSY-II,9,85.57,0,56.75817,9,85.47,0,52.0113,0,0.0,0,0.6632951969148067,0.9988313661329906,0.0,0.6085328185328185
Chhattisgarh,PMGSY-III,29,251.22,6,207.37962,29,251.22,0,169.7208,0,0.0,6,0.8254900883687604,1.0,0.0,0.6755863386673036
Chhattisgarh,PM-JANMAN,20,82.05,0,93.0606,0,0.0,0,0.0,20,82.05,0,1.1341937842778793,0.0,0.0,0.0
Chhattisgarh,PMGSY-I,173,767.685,1,277.73475,143,670.355,0,246.6273,30,80.95,1,0.3617821762832412,0.8732162280101865,0.0,0.3679055127507067
Chhattisgarh,PMGSY-II,1,21.2,0,14.4226,1,21.2,0,15.3682,0,0.0,0,0.680311320754717,1.0,0.0,0.7249150943396226
Chhattisgarh,RCPLWEA,17,156.525,3,192.4754,14,123.825,2,102.2007,3,32.7,1,1.2296783261459832,0.7910876856732151,0.6666666666666666,0.8253640218049666
Chhattisgarh,PMGSY-III,5,37.3,0,16.1087,5,37.3,0,13.9301,0,0.0,0,0.4318686327077748,1.0,0.0,0.37346112600536197
Chhattisgarh,PMGSY-I,229,835.261,33,263.73067,229,789.978,33,254.9381,0,0.0,0,0.31574641938268394,0.9457858082683137,1.0,0.32271544270853114
Chhattisgarh,PMGSY-II,9,123.6,0,70.3733,9,123.725,0,72.6311,0,0.0,0,0.5693632686084142,1.0010113268608414,0.0,0.5870365730450596
Chhattisgarh,PMGSY-III,18,150.432,0,85.8768,18,150.432,0,79.6452,0,0.0,0,0.5708679004467135,1.0,0.0,0.5294432035737078
